fluorochrome	type	nm	norm_intensity	source	num
SparkUV387	ex	314	61	bl	1
SparkUV387	ex	343	100	bl	2
SparkUV387	ex	354	99	bl	3
SparkUV387	em	389	100	th	1
SparkUV387	ex	313	61	th	1
SparkUV387	ex	343	100	th	2
SparkViolet423	em	415	100	bd	1
SparkViolet423	ex	377	79	bd	1
SparkViolet423	ex	400	98	bd	2
SparkViolet423	em	414	100	bl	1
SparkViolet423	ex	379	78	bl	1
SparkViolet423	ex	400	100	bl	2
SparkViolet423	em	414	100	th	1
SparkViolet423	ex	378	78	th	1
SparkViolet423	ex	400	100	th	2
SparkViolet500	em	502	100	bl	1
SparkViolet500	ex	392	100	bl	1
SparkViolet500	em	502	100	th	1
SparkViolet500	ex	392	100	th	1
SparkViolet538	em	544	100	bd	1
SparkViolet538	ex	395	100	bd	1
SparkViolet538	em	535	100	bl	1
SparkViolet538	ex	399	100	bl	1
SparkViolet538	em	536	100	th	1
SparkViolet538	ex	393	100	th	1
SparkYG570	em	563	100	bl	1
SparkYG570	ex	513	39	bl	1
SparkYG570	ex	547	99	bl	2
SparkYG570	em	563	100	th	1
SparkYG570	ex	513	39	th	1
SparkYG570	ex	547	99	th	2
SparkYG581	em	580	100	bd	1
SparkYG581	ex	526	33	bd	1
SparkYG581	ex	564	100	bd	2
SparkYG581	em	582	99	bl	1
SparkYG581	ex	528	31	bl	1
SparkYG581	ex	564	100	bl	2
SparkYG581	em	582	99	th	1
SparkYG581	ex	525	31	th	1
SparkYG581	ex	564	100	th	2
SparkYG593	em	593	100	bd	1
SparkYG593	em	637	56	bd	2
SparkYG593	ex	542	63	bd	1
SparkYG593	ex	576	100	bd	2
SparkYG593	em	593	100	bl	1
SparkYG593	ex	541	82	bl	1
SparkYG593	ex	575	100	bl	2
SparkYG593	em	593	100	th	1
SparkYG593	ex	541	82	th	1
SparkYG593	ex	575	100	th	2
StarBrightBlue580	em	581	100	bd	1
StarBrightBlue580	ex	320	60	bd	1
StarBrightBlue580	ex	475	100	bd	2
StarBrightBlue615	em	610	100	bd	1
StarBrightBlue615	ex	319	60	bd	1
StarBrightBlue615	ex	475	100	bd	2
StarBrightBlue675	em	672	100	bd	1
StarBrightBlue675	ex	321	61	bd	1
StarBrightBlue675	ex	475	100	bd	2
StarBrightBlue700	em	704	100	bd	1
StarBrightBlue700	ex	320	68	bd	1
StarBrightBlue700	ex	396	55	bd	2
StarBrightBlue700	ex	470	100	bd	3
StarBrightBlue700	em	705	100	bl	1
StarBrightBlue700	ex	320	65	bl	1
StarBrightBlue700	ex	400	53	bl	2
StarBrightBlue700	ex	471	100	bl	3
StarBrightBlue765	em	769	100	bd	1
StarBrightBlue765	ex	321	65	bd	1
StarBrightBlue765	ex	472	100	bd	2
StarBrightBlue810	em	805	100	bd	1
StarBrightBlue810	ex	321	64	bd	1
StarBrightBlue810	ex	471	100	bd	2
StarBrightRed670	em	663	100	bd	1
StarBrightRed670	ex	327	100	bd	1
StarBrightRed670	ex	360	54	bd	2
StarBrightRed670	ex	599	35	bd	3
StarBrightRed670	ex	652	100	bd	4
StarBrightRed775	em	768	100	bd	1
StarBrightRed775	ex	326	97	bd	1
StarBrightRed775	ex	360	61	bd	2
StarBrightRed775	ex	601	36	bd	3
StarBrightRed775	ex	653	100	bd	4
StarBrightRed775	ex	712	27	bd	5
StarBrightUV400	em	392	100	bd	1
StarBrightUV400	ex	334	100	bd	1
StarBrightUV445	em	439	100	bd	1
StarBrightUV445	ex	347	100	bd	1
StarBrightUV510	em	513	100	bd	1
StarBrightUV510	ex	339	100	bd	1
StarBrightUV575	em	569	100	bl	1
StarBrightUV575	ex	340	100	bl	1
StarBrightUV740	em	393	18	bd	1
StarBrightUV740	em	742	100	bd	2
StarBrightUV740	ex	342	100	bd	1
StarBrightUV740	em	735	99	bl	1
StarBrightUV740	ex	342	100	bl	1
StarBrightUV795	em	792	100	bl	1
StarBrightUV795	ex	340	100	bl	1
StarBrightViolet440	em	436	100	bl	1
StarBrightViolet440	em	464	41	bl	2
StarBrightViolet440	em	496	12	bl	3
StarBrightViolet440	ex	383	100	bl	1
StarBrightViolet475	em	477	100	bd	1
StarBrightViolet475	em	509	68	bd	2
StarBrightViolet475	ex	404	100	bd	1
StarBrightViolet515	em	515	99	bd	1
StarBrightViolet515	ex	402	100	bd	1
StarBrightViolet515	em	516	100	bl	1
StarBrightViolet515	ex	402	100	bl	1
StarBrightViolet570	em	567	100	bd	1
StarBrightViolet570	ex	402	100	bd	1
StarBrightViolet610	em	607	100	bl	1
StarBrightViolet610	ex	402	100	bl	1
StarBrightViolet670	em	664	100	bd	1
StarBrightViolet670	em	725	21	bd	2
StarBrightViolet670	ex	401	100	bd	1
StarBrightViolet670	em	667	100	bl	1
StarBrightViolet670	ex	400	100	bl	1
StarBrightViolet760	em	753	100	bd	1
StarBrightViolet760	ex	401	100	bd	1
StarBrightYellow575	em	578	100	bd	1
StarBrightYellow575	ex	338	100	bd	1
StarBrightYellow575	ex	547	100	bd	2
StarBrightYellow605	em	605	100	bd	1
StarBrightYellow605	ex	336	100	bd	1
StarBrightYellow605	ex	386	40	bd	2
StarBrightYellow605	ex	572	100	bd	3
StarBrightYellow665	em	668	100	bd	1
StarBrightYellow665	ex	332	54	bd	1
StarBrightYellow665	ex	554	100	bd	2
StarBrightYellow720	em	715	100	bd	1
StarBrightYellow720	ex	333	54	bd	1
StarBrightYellow720	ex	548	100	bd	2
StarBrightYellow800	em	786	100	bd	1
StarBrightYellow800	ex	333	49	bd	1
StarBrightYellow800	ex	549	100	bd	2
Sulforhodamine101	em	593	100	th	1
Sulforhodamine101	ex	314	15	th	1
Sulforhodamine101	ex	540	27	th	2
Sulforhodamine101	ex	578	100	th	3
SuperBright436	em	429	99	bd	1
SuperBright436	em	456	44	bd	2
SuperBright436	ex	414	100	bd	1
SuperBright436	em	431	100	bl	1
SuperBright436	em	459	49	bl	2
SuperBright436	ex	414	100	bl	1
SuperBright436	em	431	100	th	1
SuperBright436	em	459	50	th	2
SuperBright436	ex	414	100	th	1
SuperBright600	em	599	100	bd	1
SuperBright600	em	645	43	bd	2
SuperBright600	ex	414	100	bd	1
SuperBright600	ex	549	12	bd	2
SuperBright600	ex	586	21	bd	3
SuperBright600	em	600	100	bl	1
SuperBright600	ex	414	100	bl	1
SuperBright600	ex	549	14	bl	2
SuperBright600	ex	585	23	bl	3
SuperBright600	em	600	100	th	1
SuperBright600	ex	413	100	th	1
SuperBright600	ex	549	14	th	2
SuperBright600	ex	585	24	th	3
SuperBright645	em	644	100	bd	1
SuperBright645	ex	414	100	bd	1
SuperBright645	ex	626	23	bd	2
SuperBright645	em	645	100	bl	1
SuperBright645	ex	414	100	bl	1
SuperBright645	ex	628	25	bl	2
SuperBright645	em	645	100	th	1
SuperBright645	ex	414	100	th	1
SuperBright645	ex	628	25	th	2
SuperBright702	em	428	28	bd	1
SuperBright702	em	456	13	bd	2
SuperBright702	em	703	100	bd	3
SuperBright702	ex	414	100	bd	1
SuperBright702	ex	684	25	bd	2
SuperBright702	em	431	49	bl	1
SuperBright702	em	458	26	bl	2
SuperBright702	em	702	100	bl	3
SuperBright702	ex	413	100	bl	1
SuperBright702	ex	683	23	bl	2
SuperBright702	em	431	50	th	1
SuperBright702	em	457	26	th	2
SuperBright702	em	702	100	th	3
SuperBright702	ex	413	100	th	1
SuperBright702	ex	683	23	th	2
SuperBright780	em	428	25	bd	1
SuperBright780	em	456	12	bd	2
SuperBright780	em	782	100	bd	3
SuperBright780	ex	413	100	bd	1
SuperBright780	ex	756	28	bd	2
SuperBright780	em	430	39	bl	1
SuperBright780	em	458	20	bl	2
SuperBright780	em	780	98	bl	3
SuperBright780	ex	413	100	bl	1
SuperBright780	ex	755	32	bl	2
SuperBright780	em	432	68	th	1
SuperBright780	em	459	36	th	2
SuperBright780	em	780	100	th	3
SuperBright780	ex	412	100	th	1
SuperBright780	ex	755	32	th	2
TAMRA TRITC	em	578	100	th	1
TAMRA TRITC	ex	552	100	th	1
TO-PRO-1	em	531	100	th	1
TO-PRO-1	ex	515	100	th	1
TO-PRO-3	em	657	100	bl	1
TO-PRO-3	ex	642	100	bl	1
TO-PRO-3	em	657	100	th	1
TO-PRO-3	ex	642	101	th	1
TOTO-1	em	531	100	th	1
TOTO-1	ex	514	100	th	1
TOTO-3	em	661	100	th	1
TOTO-3	ex	341	14	th	1
TOTO-3	ex	642	100	th	2
TRI-COLOR	em	671	100	th	1
TRI-COLOR	ex	499	63	th	1
TRI-COLOR	ex	566	100	th	2
TRI-COLOR	ex	651	89	th	3
TRITC	em	578	100	bl	1
TRITC	ex	552	100	bl	1
Tag-itViolet	em	456	100	bl	1
Tag-itViolet	ex	390	100	bl	1
TetraSpeckBlue	em	442	100	th	1
TetraSpeckBlue	ex	350	100	th	1
TetraSpeckOrange	em	560	100	th	1
TetraSpeckOrange	ex	540	100	th	1
TexasRed	em	613	100	th	1
TexasRed	ex	551	32	th	1
TexasRed	ex	595	100	th	2
ThiolTrackerViolet	em	527	100	th	1
ThiolTrackerViolet	ex	406	100	th	1
TotalROSAssay520Nm	em	517	100	th	1
TotalROSAssay520Nm	ex	498	100	th	1
TubulinTrackerDeepRed	em	676	100	th	1
TubulinTrackerDeepRed	ex	653	100	th	1
V450	em	446	100	bd	1
V450	ex	405	100	bd	1
V450	em	450	99	bl	1
V450	ex	406	99	bl	1
V450	em	449	100	th	1
V450	ex	414	100	th	1
V500	em	506	100	bd	1
V500	ex	428	100	bd	1
V500	em	502	99	bl	1
V500	ex	413	99	bl	1
V500	em	502	100	th	1
V500	ex	436	100	th	1
VPD450	em	445	100	bd	1
VPD450	ex	410	100	bd	1
Via-ProbeGreen	em	535	100	bd	1
Via-ProbeGreen	ex	512	100	bd	1
Via-ProbeRed	em	651	100	bd	1
Via-ProbeRed	ex	631	100	bd	1
ViewRNAFastBlue	em	753	100	th	1
ViewRNAFastBlue	ex	343	47	th	1
ViewRNAFastBlue	ex	361	48	th	2
ViewRNAFastBlue	ex	610	97	th	3
ViewRNAFastBlue	ex	628	95	th	4
ViewRNAFastBlue	ex	663	100	th	5
ViewRNAFastRed	em	674	100	th	1
ViewRNAFastRed	ex	311	14	th	1
ViewRNAFastRed	ex	365	11	th	2
ViewRNAFastRed	ex	536	99	th	3
ViewRNAFastRed	ex	572	100	th	4
Vio488	em	512	99	bl	1
Vio488	ex	489	99	bl	1
Vio515	em	510	100	bd	1
Vio515	ex	313	26	bd	1
Vio515	ex	490	100	bd	2
Vio515	em	514	100	bl	1
Vio515	ex	490	99	bl	1
Vio667	em	661	100	bd	1
Vio667	ex	645	100	bd	1
Vio667	em	667	100	bl	1
Vio667	ex	645	100	bl	1
VioBlue	em	448	100	bd	1
VioBlue	ex	402	100	bd	1
VioBlue	em	447	99	bl	1
VioBlue	ex	400	99	bl	1
VioBlue	em	450	100	th	1
VioBlue	ex	402	100	th	1
VioBright423	em	417	99	bd	1
VioBright423	em	442	52	bd	2
VioBright423	ex	399	100	bd	1
VioBright515	em	511	100	bd	1
VioBright515	ex	311	21	bd	1
VioBright515	ex	337	12	bd	2
VioBright515	ex	489	100	bd	3
VioBright515	em	514	100	bl	1
VioBright515	ex	489	99	bl	1
VioBright667	em	661	100	bd	1
VioBright667	ex	644	100	bd	1
VioBright667	em	667	100	bl	1
VioBright667	ex	645	100	bl	1
VioBright720	em	714	100	bd	1
VioBright720	ex	645	60	bd	1
VioBright720	ex	692	100	bd	2
VioBrightFITC	em	519	100	bd	1
VioBrightFITC	ex	323	13	bd	1
VioBrightFITC	ex	496	100	bd	2
VioBrightFITC	em	522	99	bl	1
VioBrightFITC	ex	496	99	bl	1
VioGreen	em	528	100	bd	1
VioGreen	ex	385	100	bd	1
VioGreen	em	521	98	bl	1
VioGreen	ex	391	99	bl	1
VioGreen	em	526	100	th	1
VioGreen	ex	386	100	th	1
VioletFluor450	em	449	99	bl	1
VioletFluor450	ex	404	99	bl	1
VioletFluor500	em	496	100	bd	1
VioletFluor500	ex	420	100	bd	1
VioletMembraneAsymmetryProbe (F2N12S)	em	571	100	th	1
VioletMembraneAsymmetryProbe (F2N12S)	ex	421	100	th	1
VybrantDyeCycleGreen	em	533	99	bl	1
VybrantDyeCycleGreen	ex	506	100	bl	1
VybrantDyeCycleGreen	em	533	100	th	1
VybrantDyeCycleGreen	ex	506	100	th	1
VybrantDyeCycleOrange	em	563	100	bl	1
VybrantDyeCycleOrange	ex	519	100	bl	1
VybrantDyeCycleOrange	em	563	100	th	1
VybrantDyeCycleOrange	ex	518	100	th	1
VybrantDyeCycleRuby	em	686	99	bl	1
VybrantDyeCycleRuby	em	724	89	bl	2
VybrantDyeCycleRuby	ex	638	99	bl	1
VybrantDyeCycleRuby	em	686	100	th	1
VybrantDyeCycleRuby	em	725	89	th	2
VybrantDyeCycleRuby	ex	603	87	th	1
VybrantDyeCycleRuby	ex	638	100	th	2
VybrantDyeCycleViolet	em	436	99	bl	1
VybrantDyeCycleViolet	ex	370	99	bl	1
VybrantDyeCycleViolet	em	436	100	th	1
VybrantDyeCycleViolet	ex	370	100	th	1
X-Rhod-1 (CalciumBound)	em	602	100	th	1
X-Rhod-1 (CalciumBound)	ex	544	40	th	1
X-Rhod-1 (CalciumBound)	ex	580	100	th	2
X-Rhod-5F (CalciumBound)	em	607	100	th	1
X-Rhod-5F (CalciumBound)	ex	582	100	th	1
XylanaseSubstrate	em	450	100	th	1
XylanaseSubstrate	ex	358	100	th	1
YFP	em	529	100	bl	1
YFP	ex	515	100	bl	1
YFP	em	529	100	th	1
YFP	ex	514	100	th	1
YO-PRO-1	em	507	100	th	1
YO-PRO-1	ex	491	100	th	1
YO-PRO-3	em	629	100	th	1
YO-PRO-3	ex	613	100	th	1
YOYO-1	em	508	100	th	1
YOYO-1	ex	491	100	th	1
YOYO-3	em	631	100	th	1
YOYO-3	ex	311	14	th	1
YOYO-3	ex	612	101	th	2
YeastVacuoleMembraneMarker (MDY-64)	em	498	100	th	1
YeastVacuoleMembraneMarker (MDY-64)	ex	458	100	th	1
ZombieAqua	em	510	100	bl	1
ZombieAqua	ex	382	100	bl	1
ZombieAqua	em	510	100	th	1
ZombieAqua	ex	382	100	th	1
ZombieB550	em	536	100	bl	1
ZombieB550	ex	517	100	bl	1
ZombieB550	em	536	100	th	1
ZombieB550	ex	516	100	th	1
ZombieGreen	em	515	100	bl	1
ZombieGreen	ex	312	22	bl	1
ZombieGreen	ex	491	100	bl	2
ZombieGreen	em	515	100	th	1
ZombieGreen	ex	312	22	th	1
ZombieGreen	ex	491	100	th	2
ZombieNIR	em	752	100	bd	1
ZombieNIR	ex	311	21	bd	1
ZombieNIR	ex	719	100	bd	2
ZombieNIR	em	746	100	bl	1
ZombieNIR	ex	267	15	bl	1
ZombieNIR	ex	719	99	bl	2
ZombieNIR	em	746	100	th	1
ZombieNIR	ex	718	100	th	1
ZombieR685	em	684	100	bd	1
ZombieR685	ex	666	100	bd	1
ZombieR685	em	684	100	bl	1
ZombieR685	ex	669	100	bl	1
ZombieR685	em	684	100	th	1
ZombieR685	ex	669	100	th	1
ZombieR718	em	717	100	bd	1
ZombieR718	ex	649	41	bd	1
ZombieR718	ex	695	100	bd	2
ZombieR718	em	712	100	bl	1
ZombieR718	ex	365	13	bl	1
ZombieR718	ex	649	43	bl	2
ZombieR718	ex	697	100	bl	3
ZombieR718	em	713	100	th	1
ZombieR718	ex	363	13	th	1
ZombieR718	ex	697	100	th	2
ZombieRed	em	622	100	bd	1
ZombieRed	ex	558	34	bd	1
ZombieRed	ex	599	100	bd	2
ZombieRed	em	624	100	bl	1
ZombieRed	ex	558	36	bl	1
ZombieRed	ex	600	100	bl	2
ZombieRed	em	624	100	th	1
ZombieRed	ex	558	36	th	1
ZombieRed	ex	600	100	th	2
ZombieUV	em	437	100	bd	1
ZombieUV	ex	362	100	bd	1
ZombieUV	em	456	100	bl	1
ZombieUV	ex	360	100	bl	1
ZombieUV	em	456	100	th	1
ZombieUV	ex	360	100	th	1
ZombieUV387	em	389	100	bl	1
ZombieUV387	ex	314	61	bl	1
ZombieUV387	ex	343	100	bl	2
ZombieUV387	ex	354	99	bl	3
ZombieViolet	em	414	100	bd	1
ZombieViolet	ex	378	77	bd	1
ZombieViolet	ex	399	98	bd	2
ZombieViolet	em	422	100	bl	1
ZombieViolet	ex	378	87	bl	1
ZombieViolet	ex	400	99	bl	2
ZombieViolet	em	422	100	th	1
ZombieViolet	ex	378	88	th	1
ZombieViolet	ex	400	100	th	2
ZombieYG581	em	580	100	bd	1
ZombieYG581	ex	526	32	bd	1
ZombieYG581	ex	564	100	bd	2
ZombieYG581	em	582	99	bl	1
ZombieYG581	ex	528	31	bl	1
ZombieYG581	ex	564	100	bl	2
ZombieYG581	em	582	99	th	1
ZombieYG581	ex	525	31	th	1
ZombieYG581	ex	564	100	th	2
ZombieYellow	em	586	100	bd	1
ZombieYellow	ex	397	100	bd	1
ZombieYellow	em	572	100	bl	1
ZombieYellow	ex	396	100	bl	1
ZombieYellow	em	572	100	th	1
ZombieYellow	ex	396	100	th	1
ZsGreen	em	515	100	bl	1
ZsGreen	ex	504	100	bl	1
cFluorB515	em	512	100	bd	1
cFluorB515	ex	303	98	bd	1
cFluorB515	ex	491	100	bd	2
cFluorB532	em	520	100	bd	1
cFluorB532	ex	342	14	bd	1
cFluorB532	ex	503	100	bd	2
cFluorB548	em	538	100	bd	1
cFluorB548	ex	383	13	bd	1
cFluorB548	ex	517	100	bd	2
cFluorB675	em	675	98	bd	1
cFluorB675	em	735	13	bd	2
cFluorB675	ex	441	84	bd	1
cFluorB675	ex	483	100	bd	2
cFluorB675	ex	673	25	bd	3
cFluorB690	em	676	99	bd	1
cFluorB690	ex	441	84	bd	1
cFluorB690	ex	483	100	bd	2
cFluorB690	ex	630	15	bd	3
cFluorB690	ex	673	43	bd	4
cFluorBYG667	em	667	100	bd	1
cFluorBYG667	ex	370	11	bd	1
cFluorBYG667	ex	494	74	bd	2
cFluorBYG667	ex	565	99	bd	3
cFluorBYG667	ex	653	32	bd	4
cFluorBYG750	em	749	100	bd	1
cFluorBYG750	ex	380	13	bd	1
cFluorBYG750	ex	495	70	bd	2
cFluorBYG750	ex	565	99	bd	3
cFluorBYG750	ex	664	26	bd	4
cFluorBYG750	ex	722	48	bd	5
cFluorBYG781	em	779	100	bd	1
cFluorBYG781	ex	369	13	bd	1
cFluorBYG781	ex	495	71	bd	2
cFluorBYG781	ex	565	99	bd	3
cFluorBYG781	ex	754	45	bd	4
cFluorV450	em	451	100	bd	1
cFluorV450	ex	401	100	bd	1
cFluorV450	ex	482	46	bd	2
cFluorV610	em	616	100	bd	1
cFluorV610	ex	405	36	bd	1
cFluorV610	ex	555	37	bd	2
cFluorV610	ex	596	100	bd	3
cFluorYG584	em	579	100	bd	1
cFluorYG584	ex	526	32	bd	1
cFluorYG584	ex	563	100	bd	2
dTomato	em	581	99	bl	1
dTomato	ex	555	99	bl	1
eBFP	em	440	100	bd	1
eBFP	ex	380	100	bd	1
eBFP	em	439	100	bl	1
eBFP	ex	380	100	bl	1
eCFP	em	477	100	bd	1
eCFP	em	502	91	bd	2
eCFP	ex	436	100	bd	1
eCFP	em	477	100	bl	1
eCFP	em	503	90	bl	2
eCFP	ex	435	100	bl	1
eCFP	ex	451	96	bl	2
eFluor450	em	443	100	bd	1
eFluor450	ex	409	100	bd	1
eFluor450	em	445	99	bl	1
eFluor450	ex	406	99	bl	1
eFluor450	em	445	100	th	1
eFluor450	ex	405	100	th	1
eFluor506	em	493	100	bd	1
eFluor506	ex	416	100	bd	1
eFluor506	em	509	100	bl	1
eFluor506	ex	420	100	bl	1
eFluor506	em	509	100	th	1
eFluor506	ex	420	100	th	1
eFluor520FixableViability	em	521	99	bl	1
eFluor520FixableViability	ex	321	14	bl	1
eFluor520FixableViability	ex	493	99	bl	2
eFluor565	em	561	99	bl	1
eFluor565	ex	302	89	bl	1
eFluor565	ex	551	11	bl	2
eFluor570	em	569	100	th	1
eFluor570	ex	523	51	th	1
eFluor570	ex	556	100	th	2
eFluor605	em	605	98	bl	1
eFluor605	ex	301	98	bl	1
eFluor615	em	614	100	th	1
eFluor615	ex	595	100	th	1
eFluor650	em	654	98	bl	1
eFluor650	ex	303	98	bl	1
eFluor660	em	670	100	bd	1
eFluor660	ex	654	100	bd	1
eFluor660	em	668	100	bl	1
eFluor660	ex	651	100	bl	1
eFluor660	em	668	100	th	1
eFluor660	ex	651	100	th	1
eFluor700	em	680	100	bl	1
eFluor700	ex	300	100	bl	1
eFluor710	em	709	100	th	1
eFluor710	ex	642	34	th	1
eFluor710	ex	690	100	th	2
eGFP	em	510	100	bd	1
eGFP	ex	489	100	bd	1
eGFP	em	510	100	th	1
eGFP	ex	489	100	th	1
eRFP	em	608	100	bd	1
eRFP	ex	343	20	bd	1
eRFP	ex	379	21	bd	2
eRFP	ex	503	59	bd	3
eRFP	ex	585	100	bd	4
eYFP	em	529	100	bd	1
eYFP	ex	515	99	bd	1
eYFP	em	529	100	th	1
eYFP	ex	514	100	th	1
mBanana	em	553	100	th	1
mBanana	ex	540	100	th	1
mCherry	em	610	100	bd	1
mCherry	ex	344	23	bd	1
mCherry	ex	586	100	bd	2
mCherry	em	610	100	bl	1
mCherry	ex	344	23	bl	1
mCherry	ex	366	12	bl	2
mCherry	ex	586	100	bl	3
mCherry	em	610	100	th	1
mCherry	ex	586	100	th	1
mHoneyDew	em	562	100	th	1
mHoneyDew	ex	478	100	th	1
mHoneyDew	ex	503	92	th	2
mOrange	em	562	100	th	1
mOrange	ex	515	52	th	1
mOrange	ex	548	100	th	2
mPlum	em	651	99	bl	1
mPlum	ex	588	100	bl	1
mPlum	em	647	100	th	1
mPlum	ex	589	100	th	1
mRaspberry	em	624	100	th	1
mRaspberry	ex	598	100	th	1
mScarlet	em	593	100	th	1
mScarlet	ex	570	100	th	1
mTangerine	em	585	100	th	1
mTangerine	ex	568	100	th	1
pHrodoGreenAM	em	533	100	bd	1
pHrodoGreenAM	ex	509	100	bd	1
pHrodoRedAM	em	586	100	bd	1
pHrodoRedAM	ex	559	100	bd	1
tdTomato	em	581	100	bd	1
tdTomato	ex	335	19	bd	1
tdTomato	ex	555	100	bd	2
tdTomato	em	581	100	th	1
tdTomato	ex	555	100	th	1
